id,total_a_bordo,pasajero_a_bordo,tripulantes_a_bordo,total_fallecidos,pasajeros_fallecidos,tripulantes_fallecidos,fallecidos_en_tierra
1669,27,22,5,27,22,5,0
1670,4,0,4,4,0,4,0
1671,23,19,4,19,16,3,0
1672,50,44,6,9,1,8,0
1673,3,0,3,3,0,3,0
1674,11,8,3,11,8,3,0
1675,73,68,5,5,3,2,0
1676,41,35,6,41,35,6,1
1677,44,38,6,23,21,2,0
1678,16,14,2,16,14,2,0
1679,15,12,3,15,12,3,0
1680,21,13,8,1,0,1,0
1681,22,0,22,22,0,22,0
1682,42,39,3,35,35,0,0
1683,26,22,4,8,4,4,0
1684,26,19,7,26,19,7,0
1685,4,2,2,4,2,2,0
1686,20,16,4,20,16,4,0
1687,24,19,5,9,9,0,0
1688,18,13,5,18,13,5,0
1689,14,12,2,3,3,0,0
1690,47,44,3,47,44,3,0
1691,32,29,3,32,29,3,0
1692,16,14,2,16,14,2,0
1693,49,42,7,49,42,7,0
1694,38,32,6,21,17,4,2
1695,3,0,3,3,0,3,0
1696,69,60,9,65,56,9,0
1697,13,7,6,12,7,5,0
1698,5,0,5,4,0,4,0
1699,4,0,4,4,0,4,0
1700,15,12,3,15,12,3,0
1701,57,49,8,1,1,0,0
1702,45,38,7,45,38,7,0
1703,3,0,3,1,0,1,0
1704,24,20,4,24,20,4,0
1705,26,21,5,21,16,5,0
1706,7,4,3,5,3,2,0
1707,15,8,7,15,8,7,0
1708,3,0,3,3,0,3,0
1709,54,47,7,36,32,4,0
1710,11,5,6,10,4,6,0
1711,33,30,3,33,30,3,0
1712,99,91,8,99,91,8,0
1713,34,31,3,25,22,3,0
1714,64,54,10,64,54,10,0
1715,17,0,17,17,0,17,0
1716,19,12,7,19,12,7,0
1717,3,0,3,3,0,3,4
1718,18,14,4,14,12,2,0
1719,27,22,5,27,22,5,0
1720,16,0,16,13,0,13,0
1721,8,2,6,8,2,6,0
1722,15,0,15,15,0,15,0
1723,28,24,4,28,24,4,0
1724,5,0,5,5,0,5,0
1725,19,14,5,19,14,5,0
1726,23,17,6,23,17,6,0
1727,20,17,3,20,17,3,0
1728,80,71,9,80,71,9,0
1729,29,0,0,11,0,0,0
1730,31,26,5,31,26,5,0
1731,20,16,4,17,13,4,0
1732,8,4,4,8,4,4,0
1733,3,0,3,3,0,3,0
1734,36,30,6,36,30,6,0
1735,2,0,2,2,0,2,0
1736,21,16,5,21,16,5,0
1737,21,15,6,21,15,6,0
1738,12,9,3,9,7,2,0
1739,70,63,7,3,3,0,0
1740,37,33,4,21,17,4,0
1741,5,2,3,5,2,3,0
1742,10,7,3,10,7,3,0
1743,39,29,10,36,29,7,0
1744,2,0,2,2,0,2,0
1745,52,47,5,51,46,5,0
1746,25,20,5,25,20,5,0
1747,4,2,2,4,2,2,0
1748,15,11,4,10,6,4,0
1749,6,0,6,2,0,2,0
1750,28,30,2,3,1,2,0
1751,4,3,1,4,3,1,0
1752,73,68,5,65,63,2,0
1753,24,16,8,14,9,5,0
1754,5,0,5,5,0,5,0
1755,19,15,4,15,13,2,0
1756,7,4,3,5,2,3,0
1757,18,15,3,1,1,0,0
1758,9,5,4,9,5,4,0
1759,24,20,4,24,20,4,0
1760,2,0,2,2,0,2,0
1761,26,21,5,26,21,5,0
1762,12,0,12,12,0,12,0
1763,28,25,3,28,25,3,0
1764,5,2,3,5,2,3,0
1765,31,27,4,31,27,4,0
1766,44,38,6,2,1,1,0
1767,12,10,2,12,10,2,0
1768,10,6,4,10,6,4,0
1769,8,4,4,8,4,4,0
1770,60,55,5,60,55,5,0
1771,19,0,0,19,0,0,0
1772,8,7,1,8,7,1,0
1773,14,10,4,14,10,4,0
1774,68,59,9,68,59,9,0
1775,1,0,1,0,0,0,17
1776,32,27,5,32,27,5,0
1777,6,3,3,6,3,3,0
1778,3,0,3,2,0,2,0
1779,5,0,5,5,0,5,0
1780,32,29,3,32,29,3,0
1781,50,44,6,2,1,1,0
1782,2,0,2,2,0,2,0
1783,16,13,3,1,1,0,0
1784,3,0,3,3,0,3,0
1785,20,16,4,20,16,4,0
1786,16,11,5,16,11,5,0
1787,65,56,9,54,45,9,0
1788,34,28,6,34,28,6,0
1789,2,0,2,2,0,2,0
1790,28,23,5,28,23,5,0
1791,19,17,2,1,0,1,1
1792,27,24,3,26,23,3,0
1793,18,15,3,18,15,3,0
1794,5,0,5,5,0,5,0
1795,40,32,8,40,32,8,0
1796,42,36,6,42,36,6,0
1797,27,22,5,24,19,5,0
1798,3,0,3,3,0,3,8
1799,26,22,4,25,21,4,0
1800,45,42,3,45,42,3,0
1801,29,24,5,29,24,5,0
1802,3,0,3,3,0,3,0
1803,2,0,2,2,0,2,0
1804,32,26,6,32,26,6,10
1805,2,0,2,1,0,1,0
1806,11,7,4,11,7,4,0
1807,9,5,4,9,5,4,0
1808,34,29,5,34,29,5,0
1809,10,9,1,10,9,1,0
1810,50,46,4,50,46,4,0
1811,42,35,7,42,35,7,0
1812,46,39,7,37,35,2,0
1813,9,7,2,9,7,2,0
1814,59,55,4,59,55,4,0
1815,64,53,11,61,50,11,0
1816,33,25,8,32,24,8,0
1817,52,40,12,34,23,11,0
1818,13,10,3,6,4,2,0
1819,40,35,5,5,3,2,0
1820,63,57,6,63,57,6,0
1821,46,42,4,25,22,3,0
1822,18,14,4,2,1,1,0
1823,22,19,3,10,8,2,0
1824,18,0,0,18,0,0,0
1825,9,0,9,9,0,9,0
1826,51,44,7,37,31,6,0
1827,44,39,5,4,3,1,0
1828,35,28,7,35,28,7,0
1829,13,9,4,13,9,4,0
1830,12,5,7,12,5,7,0
1831,9,5,4,9,5,4,0
1832,4,0,4,4,0,4,0
1833,31,24,7,31,24,7,0
1834,29,25,4,29,25,4,0
1835,14,9,5,14,9,5,0
1836,54,49,5,54,49,5,0
1837,21,0,0,18,0,0,0
1838,20,16,4,20,16,4,0
1839,18,14,4,18,14,4,0
1840,58,51,7,1,1,0,0
1841,11,8,3,1,0,1,0
1842,9,8,1,8,8,0,0
1843,41,37,4,37,33,4,0
1844,23,19,4,23,19,4,0
1845,13,11,2,13,11,2,0
1846,34,30,4,1,1,0,0
1847,6,4,2,6,4,2,0
1848,34,27,7,34,27,7,0
1849,20,15,5,20,15,5,0
1850,3,0,3,3,0,3,0
1851,63,55,8,63,55,8,0
1852,18,13,5,18,13,5,0
1853,31,25,6,31,25,6,0
1854,94,86,8,80,73,7,0
1855,29,26,3,29,26,3,0
1856,4,3,1,3,2,1,0
1857,37,31,6,31,26,5,0
1858,18,15,3,8,5,3,0
1859,21,17,4,21,17,4,0
1860,72,67,5,62,59,3,0
1861,11,7,4,11,7,4,0
1862,2,0,2,2,0,2,0
1863,3,0,3,3,0,3,0
1864,12,8,4,12,8,4,0
1865,37,34,3,1,1,0,0
1866,48,45,3,22,20,2,0
1867,4,0,4,4,0,4,0
1868,37,34,3,37,34,3,0
1869,33,29,4,33,29,4,0
1870,14,9,5,14,9,5,0
1871,15,13,2,15,13,2,0
1872,31,23,8,31,23,8,0
1873,128,116,12,128,116,12,6
1874,20,13,7,20,13,7,31
1875,37,34,3,28,26,2,0
1876,17,13,4,17,13,4,0
1877,10,5,5,10,5,5,0
1878,25,22,3,25,22,3,0
1879,106,97,9,4,0,4,0
1880,22,0,22,6,0,6,3
1881,21,16,5,21,16,5,0
1882,23,13,10,23,13,10,0
1883,6,0,6,6,0,6,0
1884,26,21,5,26,21,5,0
1885,72,61,11,72,61,11,1
1886,12,8,4,12,8,4,0
1887,28,22,6,23,21,2,0
1888,52,44,8,52,44,8,0
1889,24,20,4,24,20,4,0
1890,15,12,3,14,11,3,0
1891,78,69,9,78,69,9,0
1892,22,16,6,22,16,6,0
1893,13,8,5,13,8,5,0
1894,61,47,14,61,47,14,0
1895,36,29,7,20,17,3,0
1896,5,3,2,5,3,2,0
1897,7,5,2,1,1,0,0
1898,35,30,5,24,22,2,0
1899,26,21,5,9,4,5,0
1900,85,76,9,1,1,0,0
1901,122,115,7,17,17,0,1
1902,72,64,8,72,64,8,0
1903,67,60,7,67,60,7,0
1904,6,0,6,6,0,6,0
1905,27,23,4,27,23,4,3
1906,39,36,3,39,36,3,0
1907,6,4,2,1,0,1,0
1908,78,73,5,78,73,5,0
1909,19,16,3,5,4,1,0
1910,4,0,4,4,0,4,0
1911,2,0,2,2,0,2,0
1912,83,77,6,83,77,6,0
1913,77,71,6,77,71,6,0
1914,37,32,5,37,32,5,0
1915,16,11,5,16,11,5,0
1916,29,25,4,28,24,4,0
1917,34,31,3,34,31,3,0
1918,37,34,3,17,16,1,0
1919,10,7,3,2,0,2,0
1920,88,79,9,45,38,7,0
1921,79,74,5,76,74,2,0
1922,3,0,3,3,0,3,0
1923,6,5,1,6,5,1,0
1924,3,0,3,3,0,3,0
1925,35,0,0,21,0,0,0
1926,52,40,12,52,40,12,0
1927,15,11,4,15,11,4,0
1928,3,0,3,3,0,3,0
1929,13,0,13,13,0,13,8
1930,2,0,2,2,0,2,0
1931,59,50,9,59,50,9,0
1932,34,27,7,27,20,7,0
1933,5,4,1,1,1,0,0
1934,14,0,0,14,0,0,0
1935,119,110,9,32,30,2,0
1936,18,15,3,5,3,2,1
1937,6,2,4,6,2,4,0
1938,14,0,14,13,0,13,0
1939,18,15,3,18,15,3,0
1940,23,20,3,23,20,3,0
1941,2,0,2,2,0,2,0
1942,95,87,8,95,87,8,0
1943,111,101,10,111,101,10,0
1944,7,3,4,2,0,2,0
1945,15,13,2,15,13,2,0
1946,5,0,5,5,0,5,0
1947,11,8,3,11,8,3,0
1948,107,96,11,107,96,11,0
1949,7,0,7,1,0,1,0
1950,11,8,3,11,8,3,0
1951,22,18,4,22,18,4,0
1952,31,26,5,31,26,5,0
1953,16,10,6,15,10,5,0
1954,40,36,4,40,36,4,0
1955,18,15,3,12,9,3,0
1956,32,28,4,32,28,4,0
1957,25,22,3,23,20,3,0
1958,21,18,3,15,15,0,0
1959,3,0,3,3,0,3,0
1960,13,7,6,13,7,6,0
1961,45,37,8,45,37,8,0
1962,26,22,4,26,22,4,0
1963,21,17,4,20,16,4,0
1964,132,122,10,130,122,8,0
1965,5,0,5,5,0,5,0
1966,112,102,10,112,102,10,0
1967,81,74,7,81,74,7,0
1968,84,76,8,84,76,8,0
1969,38,33,5,11,11,0,0
1970,94,85,9,94,85,9,0
1971,6,0,6,6,0,6,0
1972,3,0,3,1,0,1,0
1973,9,6,3,9,6,3,0
1974,26,18,8,26,18,8,0
1975,40,29,11,27,20,7,0
1976,81,74,7,81,74,7,0
1977,8,0,8,4,0,4,0
1978,10,6,4,10,6,4,0
1979,105,94,11,15,14,1,0
1980,32,29,3,20,18,2,0
1981,9,6,3,9,6,3,0
1982,12,0,12,12,0,12,1
1983,86,79,7,86,79,7,0
1984,13,11,2,13,11,2,0
1985,4,2,2,4,2,2,0
1986,34,31,3,11,8,3,0
1987,44,40,4,44,40,4,0
1988,32,27,5,32,27,5,0
1989,10,7,3,2,2,0,0
1990,8,5,3,8,5,3,0
1991,76,68,8,28,23,5,0
1992,19,15,4,2,1,1,0
1993,42,38,4,13,10,3,0
1994,3,0,3,3,0,3,0
1995,18,14,4,18,14,4,0
1996,52,48,4,1,0,1,0
1997,11,6,5,11,6,5,0
1998,27,24,3,27,24,3,0
1999,4,0,4,4,0,4,0
2000,18,14,4,18,14,4,0
2001,37,0,0,23,0,0,0
2002,21,13,8,21,13,8,0
2003,26,21,5,26,21,5,0
2004,97,80,17,97,80,17,0
2005,51,45,6,25,21,4,0
2006,26,23,3,24,21,3,0
2007,50,43,7,50,43,7,0
2008,5,3,2,5,3,2,3
2009,33,28,5,33,28,5,0
2010,12,0,0,12,0,0,0
2011,40,35,5,1,0,1,0
2012,18,14,4,1,0,1,0
2013,25,22,3,25,22,3,0
2014,6,5,1,5,4,1,0
2015,25,21,4,12,8,4,0
2016,45,40,5,6,5,1,7
2017,3,0,3,3,0,3,0
2018,2,0,2,1,0,1,0
2019,8,5,3,8,5,3,0
2020,14,0,14,14,0,14,0
2021,17,11,6,17,11,6,87
2022,8,5,3,4,2,2,0
2023,7,0,7,7,0,7,0
2024,43,35,8,43,35,8,0
2025,4,3,1,4,3,1,0
2026,26,21,5,0,0,0,1
2027,27,24,3,27,24,3,0
2028,54,43,11,12,4,8,0
2029,4,3,1,4,3,1,0
2030,4,0,4,4,0,4,0
2031,39,36,3,39,36,3,0
2032,18,9,9,18,9,9,0
2033,10,0,10,10,0,10,0
2034,11,8,3,11,8,3,0
2035,67,59,8,67,59,8,0
2036,12,7,5,12,7,5,0
2037,50,45,5,37,33,4,0
2038,55,48,7,55,48,7,0
2039,34,30,4,34,30,4,0
2040,101,95,6,101,95,6,0
2041,29,26,3,29,26,3,0
2042,20,15,5,20,15,5,0
2043,20,17,3,19,16,3,0
2044,31,27,4,31,27,4,0
2045,47,42,5,38,33,5,0
2046,18,15,3,15,13,2,0
2047,43,40,3,7,5,2,0
2048,23,20,3,23,20,3,0
2049,32,24,8,32,24,8,0
2050,12,8,4,6,2,4,0
2051,6,0,6,6,0,6,0
2052,63,55,8,63,55,8,0
2053,10,7,3,10,7,3,0
2054,13,7,6,13,7,6,0
2055,20,16,4,20,16,4,1
2056,2,0,2,1,0,1,0
2057,19,16,3,19,16,3,0
2058,52,45,7,0,0,0,0
2059,32,27,5,32,27,5,0
2060,11,0,11,11,0,11,0
2061,16,13,3,15,12,3,0
2062,80,74,6,80,74,6,0
2063,18,13,5,18,13,5,0
2064,40,36,4,40,36,4,0
2065,10,0,10,10,0,10,0
2066,6,0,6,6,0,6,0
2067,6,3,3,6,3,3,0
2068,31,25,6,31,25,6,0
2069,7,5,2,7,5,2,0
2070,7,0,7,7,0,7,0
2071,24,21,3,22,19,3,0
2072,118,111,7,118,111,7,0
2073,3,1,2,3,1,2,0
2074,81,73,8,81,73,8,0
2075,3,0,3,3,0,3,0
2076,6,1,5,6,1,5,0
2077,46,40,6,0,0,0,0
2078,30,27,3,28,25,3,0
2079,3,0,3,3,0,3,0
2080,10,9,1,10,9,1,0
2081,29,26,3,2,0,0,0
2082,13,8,5,13,8,5,0
2083,32,29,3,31,28,3,0
2084,58,51,7,58,51,7,0
2085,42,37,5,20,18,2,0
2086,83,75,8,83,75,8,0
2087,85,81,4,85,81,4,0
2088,22,17,5,22,17,5,0
2089,30,28,2,1,0,1,0
2090,28,25,3,28,25,3,0
2091,3,0,3,3,0,3,0
2092,5,2,3,5,2,3,0
2093,3,2,1,3,2,1,0
2094,45,40,5,45,40,5,0
2095,9,6,3,9,6,3,0
2096,15,12,3,15,12,3,0
2097,49,42,7,49,42,7,0
2098,2,1,1,2,1,1,0
2099,19,0,19,17,0,17,0
2100,44,41,3,44,41,3,0
2101,49,42,7,46,40,6,0
2102,10,0,10,10,0,10,0
2103,84,74,10,79,74,5,1
2104,11,10,1,11,10,1,0
2105,3,0,3,3,0,3,0
2106,2,0,2,2,0,2,0
2107,57,52,5,57,52,5,0
2108,28,25,3,1,1,0,0
2109,53,48,5,1,1,0,0
2110,39,35,4,39,35,4,0
2111,3,0,3,3,0,3,0
2112,76,71,5,0,0,0,0
2113,2,1,1,2,1,1,0
2114,4,2,2,4,2,2,0
2115,87,78,9,87,78,9,0
2116,34,0,0,28,0,0,0
2117,39,34,5,39,34,5,0
2118,2,0,2,2,0,2,0
2119,7,0,7,1,0,1,0
2120,80,73,7,80,73,7,0
2121,32,28,4,32,28,4,0
2122,33,29,4,33,29,4,0
2123,3,0,3,3,0,3,6
2124,5,4,1,5,4,1,0
2125,29,26,3,29,26,3,0
2126,10,0,10,10,0,10,0
2127,43,39,4,31,29,2,0
2128,73,62,11,50,45,5,0
2129,14,11,3,6,3,3,0
2130,17,13,4,17,13,4,0
2131,38,32,6,38,32,6,0
2132,39,36,3,1,1,0,0
2133,23,22,1,1,0,1,0
2134,3,0,3,3,0,3,0
2135,5,0,5,5,0,5,0
2136,4,2,2,4,2,2,0
2137,24,22,2,24,22,2,0
2138,103,95,8,64,61,3,0
2139,7,0,7,7,0,7,23
2140,10,7,3,10,7,3,0
2141,10,0,10,10,0,10,0
2142,87,80,7,87,80,7,0
2143,84,79,5,84,79,5,0
2144,23,19,4,23,19,4,0
2145,2,0,2,2,0,2,0
2146,31,27,4,31,27,4,0
2147,30,21,9,30,21,9,0
2148,12,9,3,10,7,3,0
2149,8,5,3,8,5,3,0
2150,2,0,2,2,0,2,0
2151,47,42,5,43,42,1,0
2152,28,26,2,28,26,2,0
2153,16,14,2,16,14,2,0
2154,26,22,4,22,18,4,0
2155,53,48,5,50,45,5,0
2156,54,50,4,54,50,4,0
2157,27,23,4,26,23,3,0
2158,5,0,5,5,0,5,0
2159,49,40,9,30,24,6,0
2160,127,114,13,121,108,13,0
2161,5,4,1,3,2,1,0
2162,18,0,0,18,0,0,0
2163,85,73,12,85,73,12,0
2164,153,143,10,0,0,0,0
2165,66,60,6,0,0,0,0
2166,41,35,6,41,35,6,0
2167,31,22,9,30,21,9,0
2168,52,46,6,52,46,6,0
2169,19,15,4,16,13,3,0
2170,12,11,1,8,7,1,0
2171,37,30,7,37,30,7,0
2172,7,4,3,7,4,3,0
2173,13,10,3,13,10,3,0
2174,30,24,6,30,24,6,0
2175,4,0,4,4,0,4,0
2176,72,66,6,59,57,2,0
2177,5,4,1,4,3,1,0
2178,11,8,3,11,8,3,0
2179,17,14,3,17,14,3,0
2180,39,36,3,38,35,3,0
2181,11,8,3,9,6,3,0
2182,30,21,9,30,21,9,0
2183,3,1,2,3,1,2,0
2184,4,0,4,4,0,4,0
2185,19,15,4,19,15,4,0
2186,13,9,4,13,9,4,0
2187,37,34,3,1,1,0,0
2188,36,30,6,36,30,6,0
2189,30,25,5,30,25,5,0
2190,68,59,9,68,59,9,0
2191,62,56,6,58,53,5,0
2192,30,25,5,30,25,5,0
2193,64,57,7,32,30,2,0
2194,91,85,6,43,43,0,0
2195,8,6,2,8,6,2,0
2196,13,9,4,13,9,4,0
2197,112,100,12,4,3,1,0
2198,32,28,4,32,28,4,0
2199,85,81,4,85,81,4,0
2200,21,18,3,2,0,2,0
2201,34,26,8,34,26,8,0
2202,23,18,5,23,18,5,0
2203,11,11,2,11,11,2,0
2204,11,9,2,11,9,2,0
2205,64,60,4,56,52,4,0
2206,11,0,11,7,0,7,0
2207,35,28,7,30,23,7,0
2208,117,106,11,117,106,11,0
2209,46,42,4,46,42,4,0
2210,46,42,4,46,42,4,0
2211,133,126,7,133,126,7,0
2212,37,33,4,37,33,4,0
2213,80,73,7,2,2,0,0
2214,66,47,19,21,8,13,0
2215,26,18,8,26,18,8,0
2216,4,1,3,4,1,3,0
2217,72,62,10,64,54,10,0
2218,124,113,11,124,113,11,0
2219,5,0,5,5,0,5,0
2220,7,6,1,6,6,0,0
2221,30,25,5,30,25,5,0
2222,2,0,2,2,0,2,0
2223,98,93,5,83,78,5,0
2224,33,28,5,33,28,5,0
2225,49,43,6,49,43,6,0
2226,20,17,3,20,17,3,0
2227,2,0,2,2,0,2,0
2228,26,24,2,24,22,2,0
2229,5,0,5,2,0,2,0
2230,8,0,8,8,0,8,0
2231,3,2,1,3,2,1,0
2232,10,0,10,10,0,10,0
2233,4,3,1,4,3,1,0
2234,3,0,3,3,0,3,0
2235,42,38,4,42,38,4,0
2236,24,20,4,24,20,4,0
2237,16,12,4,1,0,1,0
2238,1,0,1,0,0,0,33
2239,9,8,1,9,8,1,0
2240,117,110,7,98,92,6,0
2241,4,0,4,4,0,4,0
2242,27,24,3,1,1,0,0
2243,2,0,2,2,0,2,0
2244,24,20,4,24,20,4,0
2245,18,13,5,18,13,5,0
2246,32,28,4,14,10,4,0
2247,11,10,1,11,10,1,0
2248,19,15,4,19,15,4,0
2249,50,45,5,50,45,5,0
2250,3,0,3,3,0,3,0
2251,3,0,3,3,0,3,0
2252,30,27,3,30,27,3,0
2253,82,74,8,82,74,8,0
2254,31,25,6,31,25,6,0
2255,13,10,3,12,9,3,0
2256,21,13,8,21,13,8,0
2257,59,52,7,17,13,4,0
2258,29,26,3,29,26,3,0
2259,4,0,4,4,0,4,125
2260,19,0,0,1,0,0,0
2261,30,0,0,30,0,0,0
2262,10,6,4,10,6,4,0
2263,63,55,8,22,22,0,0
2264,55,50,5,4,4,0,0
2265,20,16,4,12,8,4,0
2266,38,35,3,38,35,3,0
2267,90,71,19,51,50,1,5
2268,6,0,6,4,0,4,7
2269,26,21,5,26,21,5,0
2270,25,21,4,25,21,4,0
2271,4,1,3,4,1,3,0
2272,5,3,2,4,2,2,0
2273,19,15,4,15,11,4,0
2274,25,20,5,25,20,5,0
2275,6,0,6,6,0,6,13
2276,5,2,3,5,2,3,0
2277,39,33,6,35,29,6,0
2278,23,14,9,23,14,9,0
2279,130,120,10,126,117,9,0
2280,18,16,2,17,15,2,0
2281,21,18,3,19,16,3,0
2282,14,11,3,3,1,2,0
2283,4,2,2,4,2,2,0
2284,3,0,3,3,0,3,0
2285,88,83,5,88,83,5,0
2286,84,79,5,72,69,3,0
2287,18,15,3,17,14,3,0
2288,4,0,4,3,0,3,2
2289,2,0,2,2,0,2,0
2290,25,20,5,20,16,4,0
2291,56,49,7,35,35,0,0
2292,34,30,4,34,30,4,0
2293,35,0,0,22,0,0,0
2294,17,14,3,16,13,3,0
2295,80,73,7,24,24,0,0
2296,21,17,4,21,17,4,0
2297,82,77,5,82,77,5,0
2298,42,39,3,42,39,3,0
2299,16,13,3,16,13,3,0
2300,18,15,3,18,15,3,0
2301,69,61,8,37,33,4,0
2302,23,18,5,23,18,5,0
2303,66,59,7,66,59,7,0
2304,16,13,3,16,13,3,0
2305,25,20,5,21,16,5,0
2306,37,30,7,37,30,7,0
2307,127,116,11,1,1,0,0
2308,36,29,7,1,1,0,0
2309,107,99,8,107,99,8,0
2310,82,75,7,70,65,5,0
2311,26,22,4,26,22,4,0
2312,12,2,10,10,2,8,0
2313,72,66,6,72,66,6,0
2314,8,7,1,7,6,1,0
2315,2,0,2,2,0,2,0
2316,31,28,3,4,2,2,0
2317,51,46,5,44,41,3,0
2318,46,39,6,45,39,6,0
2319,42,37,5,42,37,5,0
2320,19,12,7,19,12,7,0
2321,4,0,4,4,0,4,0
2322,16,15,1,15,14,1,0
2323,61,52,9,1,0,1,1
2324,102,98,4,102,98,4,0
2325,63,52,11,21,18,3,1
2326,37,34,3,37,34,3,0
2327,84,75,9,83,74,9,0
2328,49,45,4,49,45,4,0
2329,63,52,11,63,52,11,0
2330,14,10,4,14,10,4,0
2331,20,12,8,19,12,7,0
2332,61,57,4,61,57,4,0
2333,51,45,6,2,1,1,0
2334,2,0,2,2,0,2,0
2335,127,116,11,5,4,1,0
2336,36,33,3,36,33,3,0
2337,18,14,4,18,14,4,0
2338,26,0,0,26,0,0,0
2339,128,116,12,123,111,12,0
2340,22,18,4,22,18,4,0
2341,85,80,5,85,80,5,0
2342,155,149,6,155,149,6,0
2343,23,20,3,23,20,3,0
2344,29,15,14,29,15,14,1
2345,63,53,10,6,5,1,0
2346,6,5,1,6,5,1,0
2347,29,0,0,29,0,0,0
2348,27,23,4,1,1,0,0
2349,8,0,8,6,0,6,0
2350,11,8,3,11,8,3,0
2351,7,2,5,7,2,5,0
2352,3,0,3,3,0,3,0
2353,5,0,5,5,0,5,0
2354,95,85,10,13,13,0,0
2355,15,10,5,3,2,1,0
2356,48,44,4,48,44,4,0
2357,37,34,3,35,32,3,0
2358,21,18,3,21,18,3,0
2359,40,33,7,40,33,7,0
2360,7,4,3,4,2,2,0
2361,6,5,1,5,4,1,0
2362,89,82,7,47,42,5,0
2363,9,7,2,2,1,1,0
2364,95,89,6,95,89,6,0
2365,57,55,2,57,55,2,1
2366,10,9,1,10,9,1,0
2367,40,36,4,11,8,3,0
2368,19,16,3,19,16,3,0
2369,23,12,11,23,12,11,0
2370,42,39,3,32,30,2,0
2371,107,96,11,0,0,0,0
2372,9,7,2,9,7,2,0
2373,28,25,3,26,23,3,0
2374,39,36,3,39,36,3,0
2375,51,42,9,51,42,9,0
2376,47,41,6,20,17,3,0
2377,4,0,4,2,0,2,0
2378,3,0,3,3,0,3,0
2379,12,10,2,12,10,2,0
2380,45,41,4,27,24,3,1
2381,26,22,4,26,22,4,0
2382,26,21,5,26,21,5,0
2383,2,1,1,2,1,1,0
2384,24,19,5,24,19,5,0
2385,62,54,8,48,43,5,2
2386,28,25,3,11,9,2,0
2387,45,36,9,15,12,3,0
2388,12,9,3,12,9,3,0
2389,38,32,6,38,32,6,0
2390,35,32,3,35,32,3,0
2391,36,32,4,36,32,4,0
2392,19,17,2,19,17,2,0
2393,3,0,3,3,0,3,0
2394,5,4,1,1,1,0,0
2395,84,74,10,84,74,10,71
2396,105,98,7,100,93,7,0
2397,27,24,3,16,13,3,0
2398,53,48,5,53,48,5,0
2399,78,73,5,24,23,1,0
2400,2,0,2,2,0,2,0
2401,21,17,4,1,1,0,0
2402,31,25,6,31,25,6,0
2403,45,42,3,45,42,3,0
2404,44,40,4,44,40,4,0
2405,33,30,3,1,1,0,0
2406,74,69,5,30,29,1,0
2407,2,0,2,2,0,2,0
2408,6,4,2,6,4,2,0
2409,36,31,5,1,1,0,0
2410,79,72,7,79,72,7,0
2411,19,0,19,19,0,19,0
2412,120,110,10,120,110,10,0
2413,40,35,5,40,35,5,0
2414,14,12,2,14,12,2,0
2415,35,31,4,35,31,4,0
2416,14,11,3,3,1,2,0
2417,13,11,2,1,1,0,0
2418,37,30,7,33,30,3,0
2419,5,0,5,5,0,5,0
2420,55,51,4,55,51,4,0
2421,4,0,4,4,0,4,0
2422,13,12,1,13,12,1,0
2423,1,0,4,1,0,1,0
2424,102,94,8,16,16,0,0
2425,14,11,3,14,11,3,0
2426,3,2,1,3,2,1,0
2427,27,22,5,22,17,5,0
2428,35,31,4,35,31,4,0
2429,16,0,0,1,0,0,0
2430,32,29,3,32,29,3,0
2431,83,79,4,83,79,4,0
2432,47,42,5,45,41,4,0
2433,21,15,6,20,15,5,0
2434,15,11,4,4,2,2,0
2435,76,71,5,74,69,5,2
2436,118,111,7,27,22,5,0
2437,74,69,5,74,69,5,0
2438,5,0,5,5,0,5,0
2439,26,21,5,26,21,5,0
2440,56,52,4,24,22,2,0
2441,4,2,2,2,2,0,0
2442,12,9,3,12,9,3,0
2443,14,11,3,14,11,3,0
2444,87,76,11,87,76,11,0
2445,62,41,21,62,41,21,0
2446,9,9,2,9,9,2,0
2447,8,2,6,8,2,6,0
2448,90,85,5,90,85,5,0
2449,17,12,5,17,12,5,0
2450,77,70,7,10,10,0,24
2451,6,4,2,6,4,2,0
2452,10,7,3,5,5,0,0
2453,27,22,5,23,19,4,0
2454,32,29,3,32,29,3,0
2455,28,24,4,28,24,4,0
2456,23,18,5,1,0,1,0
2457,19,15,4,18,14,4,0
2458,34,28,6,34,28,6,0
2459,9,7,2,9,7,2,0
2460,11,32,6,11,8,3,0
2461,22,18,4,21,17,4,0
2462,37,33,4,37,33,4,0
2463,106,98,8,92,85,7,0
2464,5,3,2,5,3,2,0
2465,12,8,4,12,8,4,2
2466,102,97,5,102,97,5,0
2467,17,14,3,17,14,3,0
2468,47,38,9,47,38,9,0
2469,11,9,2,11,9,2,0
2470,40,35,5,38,34,4,0
2471,31,0,31,23,0,23,0
2472,6,5,1,6,5,1,0
2473,45,40,5,45,40,5,0
2474,82,76,6,61,56,5,0
2475,35,30,5,7,6,1,0
2476,36,32,4,36,32,4,0
2477,19,12,7,17,10,7,0
2478,11,9,2,8,6,2,0
2479,63,57,6,23,22,1,0
2480,14,0,14,13,0,13,0
2481,30,26,4,5,5,0,0
2482,33,29,4,1,0,1,0
2483,6,4,2,6,4,2,0
2484,11,0,11,11,0,11,0
2485,6,4,2,6,4,2,0
2486,33,29,4,1,1,0,5
2487,13,10,3,13,10,3,0
